Student_ID,Name,Class,Maths,Science,English,Computer,Social
STU0556,Ananya Nair,B,93,86,35,68,57
STU0557,Rahul Das,A,44,99,72,78,49
STU0558,Vignesh Patel,C,91,83,96,66,78
STU0559,Sneha Iyer,A,96,49,68,43,83
STU0560,Surya Sharma,B,75,87,80,36,68
STU0561,Ananya Patel,A,86,78,44,57,95
STU0562,Gopika Singh,B,69,58,59,98,60
STU0563,Ananya Sharma,C,61,64,60,66,80
STU0564,Arjun Raj,A,45,98,35,40,96
STU0565,Gopika Nair,C,98,70,97,58,100
STU0566,Kavin Reddy,B,51,41,89,96,39
STU0567,Vignesh Singh,D,57,93,50,93,75
STU0568,Priya Kumar,A,61,83,47,76,81
STU0569,Nisha Patel,B,68,65,69,95,78
STU0570,Gopika Devi,D,89,61,88,82,81
STU0571,Rahul Patel,D,58,51,64,47,69
STU0572,Ananya Das,D,83,60,53,54,95
STU0573,Aarav Devi,D,98,52,75,97,73
STU0574,Kavin Das,A,85,47,55,42,62
STU0575,Kavin Iyer,A,92,77,68,81,81
STU0576,Vignesh Das,C,79,37,87,50,79
STU0577,Surya Nair,B,57,71,80,76,100
STU0578,Sneha Iyer,A,83,71,94,53,56
STU0579,Surya Singh,D,86,44,45,55,78
STU0580,Ananya Singh,C,72,69,85,69,91
STU0581,Gopika Nair,D,87,56,58,37,51
STU0582,Priya Sharma,C,45,61,56,85,48
STU0583,Diya Raj,D,41,38,85,45,48
STU0584,Kavin Nair,B,45,84,74,64,66
STU0585,Priya Patel,D,51,51,56,38,39
STU0586,Surya Singh,C,95,94,69,91,52
STU0587,Priya Das,B,93,90,74,79,96
STU0588,Vignesh Sharma,A,91,74,81,87,68
STU0589,Arjun Patel,A,35,52,79,71,95
STU0590,Vignesh Kumar,D,96,73,36,90,72
STU0591,Nisha Sharma,A,82,59,87,90,85
STU0592,Ananya Devi,D,83,63,68,45,89
STU0593,Surya Sharma,C,71,69,87,59,43
STU0594,Arjun Devi,C,49,93,92,69,97
STU0595,Ananya Singh,A,54,41,37,58,48
STU0596,Kavin Patel,B,91,36,64,46,54
STU0597,Aarav Iyer,B,78,88,74,98,82
STU0598,Sneha Kumar,C,45,53,42,69,85
STU0599,Diya Das,D,58,59,67,83,36
STU0600,Diya Sharma,D,91,66,39,60,93
STU0601,Priya Raj,B,95,84,74,76,55
STU0602,Surya Kumar,A,67,96,73,60,81
STU0603,Aarav Sharma,A,65,90,76,36,56
STU0604,Kavin Nair,A,85,66,36,40,95
STU0605,Priya Nair,B,82,46,66,55,98
STU0606,Diya Nair,C,42,42,80,54,48
STU0607,Arjun Iyer,B,75,79,91,59,37
STU0608,Priya Reddy,C,52,67,40,97,91
STU0609,Vignesh Patel,D,59,58,79,76,94
STU0610,Kavin Nair,B,43,54,92,72,68
STU0611,Vignesh Singh,D,35,99,83,58,37
STU0612,Nisha Singh,B,76,43,84,59,98
STU0613,Vignesh Devi,C,76,87,76,49,47
STU0614,Vignesh Raj,A,51,57,39,60,48
STU0615,Sneha Sharma,A,39,84,97,67,41
STU0616,Gopika Sharma,A,36,61,97,45,94
STU0617,Surya Kumar,C,88,82,42,69,40
STU0618,Priya Raj,C,44,62,47,47,64
STU0619,Vignesh Reddy,B,59,66,57,88,48
STU0620,Surya Nair,C,93,89,48,56,58
STU0621,Vignesh Reddy,C,55,91,80,75,76
STU0622,Gopika Reddy,D,76,65,62,83,67
STU0623,Gopika Iyer,D,85,35,39,71,37
STU0624,Vignesh Devi,C,35,73,63,62,75
STU0625,Aarav Patel,B,47,39,93,80,54
STU0626,Arjun Patel,C,66,64,67,73,46
STU0627,Nisha Reddy,B,44,76,96,57,97
STU0628,Priya Nair,A,73,39,83,45,42
STU0629,Gopika Singh,D,88,50,64,36,83
STU0630,Aarav Patel,A,75,54,76,99,63
STU0631,Arjun Kumar,D,92,99,46,63,90
STU0632,Kavin Reddy,B,51,78,45,95,41
STU0633,Vignesh Reddy,C,45,86,99,90,51
STU0634,Arjun Iyer,B,97,85,60,66,66
STU0635,Diya Patel,D,76,46,49,87,89
STU0636,Gopika Singh,B,76,79,38,74,56
STU0637,Gopika Nair,D,53,91,40,64,60
STU0638,Surya Singh,B,45,49,41,66,53
STU0639,Kavin Kumar,C,49,74,92,95,37
STU0640,Gopika Sharma,B,61,68,96,53,37
STU0641,Rahul Nair,A,67,56,42,71,60
STU0642,Priya Nair,C,41,94,36,43,84
STU0643,Surya Patel,C,48,37,72,84,64
STU0644,Rahul Das,A,75,97,46,58,60
STU0645,Vignesh Iyer,A,40,66,74,77,97
STU0646,Rahul Devi,A,79,80,80,73,65
STU0647,Vignesh Patel,A,67,84,38,70,63
STU0648,Arjun Singh,D,52,46,83,64,88
STU0649,Ananya Nair,B,89,74,77,92,51
STU0650,Ananya Devi,B,52,74,52,90,53
STU0651,Surya Nair,B,75,43,50,58,75
STU0652,Arjun Kumar,C,87,87,73,91,70
STU0653,Arjun Sharma,A,51,58,38,69,64
STU0654,Nisha Sharma,B,38,80,45,96,52
STU0655,Vignesh Nair,D,82,58,84,97,95
STU0656,Arjun Devi,B,63,39,87,36,69
STU0657,Rahul Sharma,B,61,43,57,91,97
STU0658,Priya Singh,D,66,89,86,40,83
STU0659,Priya Singh,D,39,48,92,93,40
STU0660,Ananya Das,D,40,84,41,59,72
STU0661,Sneha Reddy,C,71,94,56,89,72
STU0662,Nisha Kumar,B,94,92,46,99,49
STU0663,Arjun Nair,B,85,87,76,92,38
STU0664,Arjun Iyer,B,93,46,67,76,55
STU0665,Priya Raj,A,49,92,81,45,84
STU0666,Priya Das,B,83,83,40,56,77
STU0667,Nisha Devi,B,53,57,41,88,74
STU0668,Kavin Iyer,C,58,50,51,60,35
STU0669,Nisha Patel,A,93,98,98,35,98
STU0670,Ananya Sharma,D,93,87,91,45,35
STU0671,Ananya Das,C,61,41,58,53,42
STU0672,Surya Singh,A,53,39,73,77,46
STU0673,Aarav Raj,D,57,55,71,57,93
STU0674,Priya Nair,C,39,46,73,76,82
STU0675,Rahul Raj,D,43,72,95,52,50
STU0676,Priya Patel,C,87,61,61,42,48
STU0677,Nisha Das,A,96,71,89,75,68
STU0678,Vignesh Nair,C,51,98,98,98,58
STU0679,Nisha Sharma,C,59,35,50,38,94
STU0680,Surya Raj,B,88,87,40,77,79
STU0681,Vignesh Sharma,A,60,71,67,43,74
STU0682,Kavin Das,C,35,49,77,78,85
STU0683,Priya Nair,A,57,59,77,78,96
STU0684,Sneha Kumar,B,96,54,93,77,94
STU0685,Rahul Kumar,C,75,37,61,77,80
STU0686,Diya Devi,C,38,78,83,56,84
STU0687,Arjun Nair,A,74,75,39,69,87
STU0688,Diya Iyer,B,82,92,73,62,73
STU0689,Arjun Raj,C,39,60,46,91,99
STU0690,Aarav Iyer,B,59,78,96,74,76
STU0691,Arjun Raj,B,61,39,93,84,49
STU0692,Aarav Patel,A,46,77,94,40,48
STU0693,Vignesh Patel,A,74,61,76,60,59
STU0694,Kavin Patel,C,91,50,69,54,55
STU0695,Kavin Raj,A,100,48,61,79,75
STU0696,Kavin Devi,C,66,56,44,74,78
STU0697,Vignesh Iyer,A,51,38,95,41,48
STU0698,Rahul Kumar,A,89,85,57,92,80
STU0699,Kavin Singh,B,45,94,51,46,94
STU0700,Diya Iyer,C,94,95,64,63,53
STU0701,Nisha Patel,C,85,58,77,76,93
STU0702,Sneha Kumar,A,95,49,79,96,94
STU0703,Arjun Patel,C,51,100,48,86,48
STU0704,Gopika Das,A,73,94,86,87,65
STU0705,Nisha Sharma,B,96,84,43,78,61
STU0706,Priya Nair,D,90,78,65,57,44
STU0707,Priya Nair,D,49,94,76,47,91
STU0708,Arjun Patel,D,43,48,83,76,98
STU0709,Surya Kumar,A,62,52,35,53,54
STU0710,Sneha Das,C,84,92,60,61,75
STU0711,Kavin Nair,C,90,79,46,36,100
STU0712,Rahul Devi,C,42,82,41,35,80
STU0713,Diya Patel,A,65,90,85,75,83
STU0714,Rahul Reddy,D,62,57,95,52,59
STU0715,Vignesh Reddy,C,88,54,71,51,52
STU0716,Aarav Raj,A,53,97,90,52,45
STU0717,Arjun Reddy,D,89,58,93,100,89
STU0718,Vignesh Iyer,D,80,63,58,89,35
STU0719,Nisha Iyer,B,99,69,87,81,39
STU0720,Aarav Nair,D,82,49,96,45,53
STU0721,Priya Das,C,94,45,46,66,95
STU0722,Surya Raj,C,41,78,36,95,93
STU0723,Vignesh Iyer,C,88,80,72,72,56
STU0724,Aarav Nair,C,68,42,95,56,41
STU0725,Surya Patel,A,71,97,45,51,99
STU0726,Diya Patel,C,51,70,70,67,36
STU0727,Priya Raj,B,54,92,82,57,68
STU0728,Priya Sharma,D,58,39,78,45,53
STU0729,Nisha Devi,D,87,84,65,91,56
STU0730,Ananya Nair,C,41,68,49,41,56
STU0731,Sneha Reddy,D,73,95,64,83,84
STU0732,Sneha Patel,B,90,36,71,92,83
STU0733,Surya Singh,A,47,80,90,69,77
STU0734,Kavin Patel,A,67,85,94,65,59
STU0735,Vignesh Singh,B,75,36,36,43,36
STU0736,Rahul Raj,A,92,79,63,71,67
STU0737,Ananya Kumar,A,46,42,62,50,50
STU0738,Diya Nair,B,83,58,49,58,67
STU0739,Kavin Iyer,A,93,70,89,76,67
STU0740,Arjun Raj,C,42,83,84,77,42
STU0741,Kavin Patel,B,91,43,97,60,85
STU0742,Arjun Iyer,A,53,90,62,48,91
STU0743,Priya Patel,A,39,44,44,67,92
STU0744,Aarav Iyer,B,35,39,84,69,54
STU0745,Priya Singh,D,35,100,97,96,90
STU0746,Rahul Raj,B,35,84,96,50,80
STU0747,Gopika Patel,D,42,46,81,78,45
STU0748,Sneha Patel,B,57,40,84,59,73
STU0749,Priya Reddy,A,80,97,45,91,59
STU0750,Arjun Kumar,B,38,65,97,84,43
STU0751,Vignesh Patel,D,92,37,39,78,42
STU0752,Gopika Kumar,D,50,62,93,54,64
STU0753,Diya Kumar,B,97,37,95,40,66
STU0754,Priya Devi,A,57,41,74,47,93
STU0755,Nisha Devi,A,48,49,98,63,43
STU0756,Ananya Reddy,C,86,76,50,52,76
STU0757,Ananya Kumar,B,77,43,50,70,53
STU0758,Rahul Devi,C,56,91,66,40,52
STU0759,Diya Nair,D,55,37,97,45,35
STU0760,Aarav Devi,A,71,88,95,51,61
STU0761,Arjun Patel,D,87,65,57,39,58
STU0762,Priya Iyer,A,73,79,88,35,65
STU0763,Ananya Raj,A,81,99,63,94,61
STU0764,Kavin Kumar,B,49,54,95,98,57
STU0765,Arjun Kumar,A,81,71,61,90,67
STU0766,Gopika Nair,D,40,48,41,57,55
STU0767,Aarav Iyer,A,44,65,91,76,88
STU0768,Ananya Singh,B,49,76,64,47,65
STU0769,Priya Reddy,B,83,63,44,95,97
STU0770,Aarav Reddy,B,62,93,57,84,82
STU0771,Arjun Iyer,B,80,69,60,77,51
STU0772,Aarav Nair,A,70,52,49,94,93
STU0773,Rahul Devi,C,63,72,55,56,64
STU0774,Diya Reddy,D,62,95,94,70,36
STU0775,Priya Reddy,B,66,76,90,63,54
STU0776,Nisha Kumar,D,40,40,95,99,39
STU0777,Rahul Das,D,96,47,92,98,65
STU0778,Diya Das,A,87,62,51,80,72
STU0779,Ananya Raj,A,96,74,55,93,38
STU0780,Sneha Iyer,B,86,58,82,94,35
STU0781,Surya Raj,D,77,39,72,89,69
STU0782,Priya Nair,B,45,77,42,100,81
STU0783,Aarav Raj,D,81,94,40,81,81
STU0784,Arjun Das,A,61,52,77,65,49
STU0785,Surya Iyer,B,63,76,80,69,99
STU0786,Surya Reddy,C,41,43,82,79,92
STU0787,Sneha Das,A,95,72,92,82,43
STU0788,Ananya Iyer,A,45,85,57,71,44
STU0789,Diya Devi,C,49,53,98,54,61
STU0790,Vignesh Kumar,C,88,51,95,79,88
STU0791,Sneha Kumar,C,59,43,37,64,77
STU0792,Rahul Nair,C,76,97,91,93,73
STU0793,Nisha Devi,C,56,68,64,96,82
STU0794,Kavin Kumar,B,80,71,93,56,55
STU0795,Priya Das,C,58,57,54,55,65
STU0796,Diya Kumar,C,51,91,68,82,58
STU0797,Ananya Das,A,75,79,53,82,92
STU0798,Vignesh Devi,C,50,38,86,98,53
STU0799,Sneha Singh,B,35,99,77,72,95
STU0800,Kavin Nair,B,91,78,49,96,40
STU0801,Arjun Das,A,74,38,86,63,92
STU0802,Gopika Raj,C,42,59,63,70,60
STU0803,Aarav Raj,D,46,100,85,59,97
STU0804,Gopika Nair,A,81,85,53,89,82
STU0805,Rahul Singh,A,71,79,79,74,92
STU0806,Vignesh Raj,B,91,88,91,71,55
STU0807,Priya Reddy,D,52,46,53,61,73
STU0808,Sneha Das,C,43,83,46,35,87
STU0809,Surya Patel,D,57,94,52,60,58
STU0810,Rahul Patel,D,40,73,73,98,94
STU0811,Ananya Kumar,A,54,68,73,95,50
STU0812,Surya Patel,D,57,97,66,38,50
STU0813,Kavin Iyer,A,81,96,90,68,95
STU0814,Priya Raj,C,100,37,68,55,42
STU0815,Arjun Singh,D,52,80,55,41,69
STU0816,Gopika Reddy,C,41,72,72,44,100
STU0817,Ananya Devi,A,56,76,75,73,69
STU0818,Surya Singh,A,80,53,36,52,71
STU0819,Gopika Iyer,D,78,55,48,62,54
STU0820,Vignesh Sharma,B,49,88,93,44,49
STU0821,Arjun Kumar,D,79,74,81,52,91
STU0822,Nisha Das,C,57,73,38,50,63
STU0823,Arjun Devi,B,74,51,61,51,45
STU0824,Rahul Raj,A,37,96,90,40,60
STU0825,Diya Kumar,A,95,50,67,40,43
STU0826,Kavin Kumar,A,50,61,60,58,79
STU0827,Aarav Raj,B,70,79,80,55,99
STU0828,Priya Nair,B,99,43,47,36,62
STU0829,Priya Sharma,C,56,35,47,62,99
STU0830,Priya Iyer,C,58,91,48,58,80
STU0831,Rahul Reddy,B,100,64,87,49,75
STU0832,Diya Iyer,A,52,98,81,71,40
STU0833,Diya Singh,D,49,84,71,93,74
STU0834,Surya Iyer,B,87,72,89,59,43
STU0835,Sneha Singh,B,36,97,48,85,91
STU0836,Vignesh Raj,A,53,85,86,48,56
STU0837,Diya Singh,B,78,60,86,50,64
STU0838,Rahul Iyer,C,69,86,80,95,86
STU0839,Sneha Das,C,53,93,48,50,67
STU0840,Sneha Iyer,B,52,38,47,41,43
STU0841,Sneha Kumar,B,83,76,54,73,47
STU0842,Diya Das,D,94,60,72,98,97
STU0843,Vignesh Patel,C,37,39,90,50,84
STU0844,Sneha Singh,D,91,93,39,39,57
STU0845,Vignesh Patel,B,97,90,52,74,84
STU0846,Sneha Raj,D,95,95,55,99,42
STU0847,Rahul Patel,D,83,80,71,76,42
STU0848,Aarav Nair,A,51,81,79,38,78
STU0849,Rahul Raj,D,79,80,87,79,42
STU0850,Surya Sharma,B,65,74,45,43,74
STU0851,Diya Singh,B,37,76,39,93,89
STU0852,Nisha Das,D,69,37,95,37,75
STU0853,Rahul Nair,D,76,47,97,47,61
STU0854,Gopika Iyer,C,56,73,81,90,60
STU0855,Sneha Raj,B,71,68,41,73,86
STU0856,Ananya Nair,A,47,78,69,43,95
STU0857,Rahul Sharma,C,44,73,99,73,90
STU0858,Surya Das,C,60,88,86,67,100
STU0859,Sneha Das,B,37,58,98,62,94
STU0860,Kavin Das,D,42,60,81,94,53
STU0861,Ananya Devi,C,90,87,75,43,61
STU0862,Rahul Patel,C,55,67,65,86,65
STU0863,Diya Devi,B,38,66,74,94,97
STU0864,Vignesh Reddy,D,39,60,55,69,52
STU0865,Aarav Patel,C,57,40,97,37,42
STU0866,Diya Singh,C,43,87,81,46,85
STU0867,Priya Devi,B,49,99,50,67,98
STU0868,Diya Sharma,A,75,77,84,65,89
STU0869,Ananya Devi,A,57,62,70,91,87
STU0870,Kavin Nair,A,97,82,49,75,89
STU0871,Sneha Sharma,C,53,81,95,82,74
STU0872,Aarav Nair,A,41,65,67,84,74
STU0873,Surya Singh,A,65,91,84,36,85
STU0874,Kavin Patel,A,65,73,61,55,91
STU0875,Surya Singh,D,39,70,45,97,95
STU0876,Priya Reddy,C,89,47,55,68,99
STU0877,Diya Singh,D,76,93,38,41,58
STU0878,Surya Iyer,B,35,86,60,74,75
STU0879,Nisha Raj,A,55,66,51,87,75
STU0880,Sneha Iyer,B,68,57,76,71,60
STU0881,Diya Reddy,C,58,85,83,63,37
STU0882,Aarav Das,B,46,94,60,68,56
STU0883,Aarav Reddy,D,68,54,46,82,56
STU0884,Nisha Raj,A,90,93,98,50,63
STU0885,Priya Sharma,B,69,71,98,83,51
STU0886,Rahul Sharma,B,71,59,88,58,87
STU0887,Arjun Kumar,C,68,65,92,66,82
STU0888,Nisha Iyer,A,36,95,52,76,85
STU0889,Surya Sharma,D,89,67,44,47,42
STU0890,Aarav Singh,B,95,80,40,35,67
STU0891,Vignesh Nair,D,73,85,82,51,40
STU0892,Nisha Devi,C,56,99,98,78,94
STU0893,Arjun Raj,C,90,53,68,49,75
STU0894,Aarav Devi,D,70,81,90,71,68
STU0895,Nisha Patel,C,90,56,75,97,54
STU0896,Vignesh Iyer,A,59,54,41,64,58
STU0897,Aarav Iyer,C,55,94,90,49,98
STU0898,Aarav Iyer,C,97,93,98,49,53
STU0899,Diya Singh,A,61,71,58,56,100
STU0900,Kavin Nair,B,35,58,88,44,66
STU0901,Sneha Raj,C,38,71,50,85,82
STU0902,Nisha Raj,C,54,38,45,93,96
STU0903,Sneha Patel,A,77,40,92,76,51
STU0904,Ananya Kumar,C,76,42,44,83,46
STU0905,Rahul Patel,B,65,86,46,37,61
STU0906,Arjun Reddy,D,71,54,50,73,97
STU0907,Rahul Patel,B,80,47,82,100,60
STU0908,Sneha Iyer,D,95,69,89,46,89
STU0909,Gopika Nair,B,90,89,46,40,100
STU0910,Gopika Iyer,B,54,98,45,72,94
STU0911,Rahul Raj,D,73,54,51,73,66
STU0912,Vignesh Reddy,C,41,44,40,100,48
STU0913,Vignesh Reddy,D,47,94,67,80,67
STU0914,Nisha Raj,A,49,94,57,58,85
STU0915,Aarav Raj,D,73,75,93,92,68
STU0916,Gopika Devi,B,58,45,68,48,90
STU0917,Vignesh Kumar,A,85,49,36,56,96
STU0918,Sneha Reddy,D,73,81,85,73,46
STU0919,Arjun Devi,A,59,49,37,59,38
STU0920,Ananya Iyer,B,65,90,59,46,73
STU0921,Sneha Devi,D,89,37,49,56,54
STU0922,Priya Iyer,D,95,37,92,66,60
STU0923,Kavin Nair,D,41,77,36,48,90
STU0924,Rahul Iyer,C,39,97,86,97,100
STU0925,Nisha Nair,D,64,42,37,89,75
STU0926,Vignesh Raj,C,88,95,49,98,79
STU0927,Sneha Reddy,A,55,71,59,95,79
STU0928,Sneha Sharma,B,78,94,51,72,84
STU0929,Rahul Singh,D,55,61,71,46,96
STU0930,Arjun Devi,B,55,97,47,88,98
STU0931,Kavin Sharma,B,41,37,80,68,80
STU0932,Surya Devi,B,99,39,43,78,90
STU0933,Diya Nair,B,50,63,97,68,78
STU0934,Gopika Kumar,C,54,100,48,41,91
STU0935,Sneha Raj,A,48,40,99,48,56
STU0936,Surya Raj,B,81,55,72,91,99
STU0937,Sneha Raj,B,81,77,52,50,60
STU0938,Sneha Reddy,A,66,95,78,71,99
STU0939,Arjun Raj,C,82,88,81,66,54
STU0940,Vignesh Reddy,B,52,89,87,87,93
STU0941,Vignesh Singh,A,91,53,36,43,45
STU0942,Gopika Singh,D,56,90,42,85,39
STU0943,Surya Devi,A,72,88,86,73,75
STU0944,Gopika Kumar,C,53,86,92,61,91
STU0945,Priya Singh,D,60,73,45,39,77
STU0946,Rahul Devi,C,62,46,100,74,78
STU0947,Surya Devi,A,38,68,65,73,89
STU0948,Vignesh Raj,A,82,68,99,80,50
STU0949,Aarav Raj,D,73,35,93,78,65
STU0950,Priya Nair,B,79,73,71,52,83
STU0951,Vignesh Sharma,A,76,59,81,93,47
STU0952,Arjun Reddy,D,45,46,42,89,51
STU0953,Sneha Sharma,D,44,82,86,85,68
STU0954,Nisha Iyer,D,91,97,88,55,53
STU0955,Vignesh Devi,D,93,51,100,50,62
STU0956,Sneha Iyer,A,55,82,50,87,49
STU0957,Diya Singh,C,40,54,50,82,74
STU0958,Gopika Patel,C,97,38,53,53,88
STU0959,Aarav Patel,C,62,58,97,35,50
STU0960,Vignesh Singh,A,40,88,96,74,92
STU0961,Gopika Reddy,D,51,52,99,93,92
STU0962,Surya Iyer,B,76,46,87,84,64
STU0963,Rahul Singh,A,91,70,46,56,38
STU0964,Nisha Patel,A,45,59,41,59,95
STU0965,Vignesh Kumar,A,58,37,70,61,66
STU0966,Priya Nair,D,45,76,86,40,97
STU0967,Aarav Singh,D,58,88,38,75,83
STU0968,Kavin Raj,A,47,56,71,53,58
STU0969,Kavin Raj,B,74,87,56,42,76
STU0970,Arjun Kumar,A,73,84,47,75,53
STU0971,Rahul Singh,C,83,50,41,60,65
STU0972,Nisha Nair,B,98,100,99,84,49
STU0973,Kavin Kumar,C,94,87,43,96,38
STU0974,Rahul Sharma,A,69,47,66,51,73
STU0975,Nisha Reddy,D,45,99,61,53,82
STU0976,Vignesh Devi,B,89,92,40,35,94
STU0977,Nisha Patel,B,35,42,96,69,67
STU0978,Surya Reddy,C,62,100,71,40,55
STU0979,Priya Das,A,73,46,85,50,52
STU0980,Priya Das,C,90,61,99,75,78
STU0981,Surya Patel,D,69,66,76,78,61
STU0982,Sneha Nair,C,37,52,35,95,35
STU0983,Aarav Devi,D,97,85,45,44,38
STU0984,Surya Iyer,A,80,83,80,84,57
STU0985,Priya Kumar,A,94,82,59,91,36
STU0986,Ananya Kumar,C,80,59,46,73,63
STU0987,Ananya Iyer,C,39,70,98,61,35
STU0988,Ananya Reddy,A,70,99,98,56,59
STU0989,Surya Nair,B,43,51,43,51,68
STU0990,Nisha Sharma,C,59,37,67,93,35
STU0991,Rahul Kumar,C,90,87,70,50,94
STU0992,Sneha Singh,A,63,41,70,88,92
STU0993,Gopika Kumar,D,59,77,45,38,63
STU0994,Priya Reddy,A,66,60,56,77,74
STU0995,Diya Raj,A,96,90,38,77,67
STU0996,Ananya Raj,D,65,78,41,77,65
STU0997,Diya Nair,D,47,92,50,45,42
STU0998,Aarav Reddy,C,43,51,42,91,42
STU0999,Kavin Nair,D,43,48,42,41,72
STU1000,Rahul Reddy,A,87,64,36,93,84
